ROG3,Ctry,PeopleID3,PeopNameInCountry,PeopleID1,AffinityBloc,PeopleID2,PeopleCluster,PrimaryReligionPC,ROL3,PrimaryLanguageName,Population,10_40Window,LocationInCountry,PrimaryReligion,PercentEvangelical,PercentAdherents,LeastReached,JPScale,BibleStatus,JF,AudioRecordings,NTOnline,IndigenousCode,Latitude,Longitude,PhotoAddress,MapAddress
CH,China,20609,"Phowa, Labo",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ypb,"Phowa, Labo",22000,Y,"Yunnan province: central, north-central and southeast Kaiyuan county, west Beige township; Laozhai, Lebaidao, Mazheshao, Yanggai, and Zhongheying townships.","Religiões Étnicas",0.200,0.400,Y,1,1,N,N,,Y,23.71478,103.453264,,
CH,China,19622,Phula,20,"Povos do Sudeste Asiático",230,"Miao / Hmong","Religiões Étnicas",phh,Phula,7300,Y,"Yunnan province: southeast Maguan and southwest Malipo counties.","Religiões Étnicas",0.020,1.000,Y,1,1,N,N,,N,28.264,108.954,p19622.jpg,
CH,China,20610,Phuma,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ypm,Phuma,8900,Y,"Yunnan province: east central Pingbian county, Baihe township; Baiyun and Wantang townships.","Religiões Étnicas",0.000,0.000,Y,1,1,N,N,,Y,22.979741,103.796248,,
CH,China,20611,Phupa,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ypp,Phupa,3300,Y,"Yunnan province: southwest Mengzi county, southeast Lengquan and southeast Shuitian townships on southeast Gejiu panhandle.","Religiões Étnicas",0.000,0.000,Y,1,1,N,N,,Y,23.179151,103.533706,,
CH,China,20628,Phupha,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",yph,Phupha,1600,Y,"Yunnan province: southwest Gejiu county, 4 villages; Yuangyang county, 1 village across Honghe river.","Religiões Étnicas",1.000,3.000,Y,1,1,N,N,,Y,23.365912,103.149813,,
CH,China,20612,Phuza,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ypz,Phuza,6700,Y,"Yunnan province: southeast Gejiu county, southeast Kafang township; southwest Mengzi county, west Lengquan township.","Religiões Étnicas",0.200,0.400,Y,1,1,N,N,,Y,23.461613,103.163214,,
CH,China,18653,Pingdi,20,"Povos do Sudeste Asiático",319,Yao-Mien,"Religiões Étnicas",hsn,"Chinese, Xiang",1486000,Y,"More than one million speakers of the Pingdi language live in the mountainous area where Hunan, Guangxi, and Guangdong provinces meet. The geographical center of the Pingdi is Lipu Township in northern Guangxi. The Pingdi live at the summits of high, remote mountains, which are divided by numerous streams and river valleys. ""It is recorded in history that this distressful people, subject to endless bullying and humiliation, unable to settle down on the plains, had to bury themselves in the remotest mountains.""","Religiões Étnicas",0.035,0.100,Y,1,3,Y,Y,,Y,25.1890240002574,111.57243899986,p18653.jpg,m18653_ch.png
CH,China,18654,Poluo,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",yip,Pholo,33000,Y,"With a relatively large population of 230,000, the Poluo inhabit a widespread area in southeastern Yunnan Province. The highest concentration are found in Yanshan, Wenshan, and Qiubei counties of Wenshan Prefecture. Smaller numbers live in Maguan, Pingbian, Guangnan, Xichou, and Hekou counties. Yanshan County was only opened to foreign travelers in mid-1997. The Poluo are the dominant Yi group in southeastern Yunnan Province.","Religiões Étnicas",0.042,0.100,Y,1,1,N,N,,Y,23.80687,104.14317,p18654.jpg,m18654.png
CH,China,18655,Popei,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ycl,Lolopo,6600,Y,"Between 3,000 and 5,000 Popei people live in the northern part of Yunnan Province close to the border with Sichuan Province. About 1,000 Popei live in several villages in Huaping County which is part of Lijiang Prefecture. In addition, the Popei live in Dayao and Yongren counties of Chuxiong Prefecture. Other small pockets of Popei live scattered throughout the area. The Popei live in mountainous areas, alongside members of many other Yi subgroups such as the Eastern Nasu, Western Lipo, and Lopi.","Religiões Étnicas",0.000,0.000,Y,1,0,N,Y,YCLNVS,Y,26.3118026051061,101.212592794022,p18655.jpg,m18655.png
CH,China,14474,Pumi,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",pmj,"Pumi, Southern",50000,Y,"More than 37,000 members of the Pumi minority inhabit the mountains of northern Yunnan Province. They live in approximately 500 villages, some of which are located 3,200 meters (10,500 ft.) above sea level. In many locations the Pumi live beside members of the Naxi nationality. Despite 2,000 years of history, the Pumi population has remained relatively small because of disease, plague, famine, and assimilation to other tribes.","Religiões Étnicas",0.079,0.100,Y,1,1,N,Y,,Y,27.84076,100.62232,p14474.jpg,m14474_ch.png
CH,China,17903,Purik,21,"Povos do Sul Asiático",475,"South Asia Tribal - other",Hinduísmo,prx,Purik,800,Y,"A small number of people belonging to the Purik people group live in Gar County on the Tibet-India border. The vast majority of Purik inhabit the Suru Valley in the Kargil District of the Indian state of Jammu and Kashmir. The area is surrounded by Ladakh on the east and Baltistan (now controlled by Pakistan) to the north and northwest. The Purik's homeland is one of extremes. They live on the westernmost flange of the Himalayas  - with peaks as high as 7,088 meters (23,250 ft.) and valleys as low as 265 meters (870 ft.) above sea level. Six months of the year Kargil is cut off from the rest of India; winter snows can accumulate up to 1 meters (40 ft.). Temperature between November and February often plummet to minus 45° Celsius (-49°F). The few Purik in Tibet live near the Bunan and Lahuli Tinan.",Islã,0.000,0.000,Y,1,4,N,Y,,N,32.6089573012384,79.5577118037567,p17903.jpg,m17903_ch.png
CH,China,18186,Puroik,21,"Povos do Sul Asiático",475,"South Asia Tribal - other",Hinduísmo,suv,Puroik,500,Y,"Approximately 4,500 members of the small Puroik tribe inhabit mountainous jungle terrain in the East Kameng District in the northeast Indian state of Arunachal Pradesh. The region has a ""drastic terrain thrown up by the sharp twisting of the Himalayan ranges as they turn suddenly from a southeasterly to a southerly direction and drop precipitously to the tropical forests of southern China and northern Burma."" A few hundred Puroik are also located in Longzi County on the Tibetan side of the border. Traditionally the border region was controlled by India, but the Chinese took considerable territory from India after armed border clashes in 1959 and 1962.","Religiões Étnicas",0.000,0.000,Y,1,2,N,Y,,Y,28.4546190690148,96.8363549057543,p18186.jpg,m18186_ch.png
CH,China,18656,Pusha,20,"Povos do Sudeste Asiático",322,Zhuang,"Religiões Étnicas",cmn,"Chinese, Mandarin",7000,Y,"Approximately 5,500 members of the Pusha tribe live in an unspecified location in southern China's Guangxi Zhuang Autonomous Region. In research literature the Pusha are often mentioned along with the Buyang, a group of similar size who inhabit three counties in the extreme southeastern arm of Yunnan Province.","Religiões Étnicas",0.000,0.000,Y,1,5,Y,Y,CHNUNVN2DA,Y,23.4291941988532,106.288065830873,p18656.jpg,
CH,China,12993,"Qabiao, Pubiao",20,"Povos do Sudeste Asiático",295,Tai,"Religiões Étnicas",laq,Qabiao,500,Y,"The Pubiao people are evenly distributed on both sides of the China- Vietnam border. In 1990 the Pubiao numbered 307 people in southern China, while 382 were located in northern Vietnam where they are an official minority. The Pubiao in China live near the Vietnam border in the Tiechang, Matong, Punong, Pucha, and Pufeng villages of Malipo County in the Wenshan Zhuang-Miao Prefecture of Yunnan Province. The Vietnam Pubiao are located in seven communes of Dong Van District in Ha Giang Province.","Religiões Étnicas",0.000,0.000,Y,1,1,N,N,,Y,23.24002,104.81094,p12993.jpg,m12993_ch.png
CH,China,18658,Qanu,20,"Povos do Sudeste Asiático",230,"Miao / Hmong","Religiões Étnicas",hea,"Miao, Northern Qiandong",15000,Y,"Approximately 11,500 members of a Miao subgroup who call themselves Qanu are primarily located in villages to the south of the city of Kaili, in Guizhou Province's Qiandongnan Prefecture. Kaili is the main center of the Northern Hmu language group.","Religiões Étnicas",0.000,0.000,Y,1,4,N,Y,,Y,26.5049286195601,107.929165995414,p18658.jpg,m18658_ch.png
CH,China,18659,"Qiang cimulin",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cng,"Qiang, Northern",17000,Y,"A Chinese source lists a 1990 figure of 9,800 speakers of Cimulin Qiang living in five districts within Heishui (Black Water) County in northwest Sichuan Province. The total Qiang population in the 1990 census was 198,252  - a four-fold increase from the 1964 figure of only 49,105. Most of the increase can be attributed to the reclassification of additional peoples under the Qiang, rather than to biological growth.",Budismo,0.010,0.010,Y,1,0,N,N,,Y,32.1884138852926,103.146303805176,p18659.jpg,m00273.png
CH,China,18660,"Qiang dajishan",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",13000,Y,"A Chinese linguist in 1990 listed 7,400 speakers of the Dajishan Qiang language, living in ten districts within Lixian County in the Aba Prefecture of western Sichuan. The Qiang, who total approximately 200,000 people, inhabit an extremely rugged region, with gushing emerald-colored rivers cutting their way past 18,000-foot (5,480 m) snowcapped mountains.","Religiões Étnicas",0.000,0.000,Y,1,1,N,Y,,Y,31.5554400772977,103.320334175582,p18660.jpg,m00273.png
CH,China,18661,"Qiang heihu",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",27000,Y,"More than 20,000 speakers of the Heihu Qiang language inhabit nine districts in the central and southern parts of Maoxian County in western Sichuan Province. The various Qiang groups, including the Heihu, live in small, scattered communities, resulting in ""large dialect differences.""","Religiões Étnicas",0.728,0.800,Y,1,1,N,Y,,Y,31.8363558000801,103.670112509085,p18661.jpg,m00273.png
CH,China,18662,"Qiang jiaochang",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",33000,Y,"More than 24,000 speakers of the Jiaochang Qiang language live in the western part of Sichuan Province among rugged mountains near the Min River. The great majority live in Maoxian County, in the districts of Jiaochang (which lends its name to the dialect), Shidaguan, Taiping, and Songpinggou; others live in the Xice area of Zhenjiangguan District in Songpan County (which is the northernmost Qiang community in China). A small number of Jiaochang Qiang also live in parts of Beichuan County.","Religiões Étnicas",0.300,0.700,Y,1,1,N,Y,,Y,32.0462227987431,103.687601425266,p18662.jpg,m00273.png
CH,China,18663,"Qiang longxi",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",5700,Y,"More than 4,000 Longxi Qiang are one of at least ten Qiang language groups living in the Aba Prefecture in western Sichuan Province. The Longxi Qiang live in the northern part of Wenchuan County. The 1,155-kilometerlong (712 mi.) Dadu River flows through the region. ""It is sandwiched between skyhigh cliffs on both banks and follows a course replete with rocks, precarious shoals and submerged reefs.""","Religiões Étnicas",0.000,0.000,Y,1,1,N,Y,,Y,31.5373786032399,103.521666420969,p18663.jpg,m00273.png
CH,China,18664,"Qiang luhua",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cng,"Qiang, Northern",25000,Y,"The Chinese linguist Liu Guangkun lists a 1990 figure of 14,000 speakers of the Luhua Qiang language living in northwest Sichuan Province in western China. The Luhua Qiang language is spoken in the Luhua, Shashiduo, Yangrong, Zegai, Ergulu, and Zhuogedu districts of Heishui (Black Water) County in the Aba Prefecture. Heishui County had a total population of 58,000 in the 1990 census, of which 49,600 (85.5%) speak Qiang languages.",Budismo,0.010,0.010,Y,1,0,N,N,,Y,32.088661522811,103.195767298322,p18664.jpg,m00273.png
CH,China,18665,"Qiang mawo",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cng,"Qiang, Northern",21000,Y,"In 1990 there were 12,000 speakers of the Mawo Qiang language reported in China. They live wholly within the borders of Heishui County (in the districts of Mawo, Zhawo, Shuangliusuo, Xi'er, Hongyan, and E'en) in northwestern Sichuan Province.",Budismo,0.010,0.010,Y,1,0,N,N,,Y,32.0273850280965,103.177481464098,p18665.jpg,m00273.png
CH,China,18666,"Qiang mianchi",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",27000,Y,"Approximately 20,000 speakers of the Mianchi Qiang language live in every part of Wenchuan County (except Longxi District) in Sichuan Province. The region is criss-crossed by the mighty Min River. One visitor described the terror of crossing a 300-year-old chain bridge: ""We saw the river underneath dashing out of a gorge, like a reinless horse to make a thunderous noise, and lashing at the rocks and reefs in its middle, to send up a white spray.""","Religiões Étnicas",0.742,1.000,Y,1,1,N,Y,,Y,31.4464613100414,103.552643409666,p18666.jpg,m00273.png
CH,China,18667,"Qiang sanlong",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",26000,Y,"More than 19,000 speakers of the Sanlong Qiang language live in the Fengyi, Sanlong, Shaba, Huilong, Baixi, Wadi, and Yazhuzhai districts of Maoxian County in western Sichuan Province. Maoxian, which is also known as Maowen, contained a total population of 89,000 people in the 1990 census, of which 72,000 (80.9%) were people who spoke Qiang languages. Other inhabitants include Han Chinese, Tibetans, and a few families of minority groups such as Hui and Yi. Maoxian is part of the massive Aba Prefecture. The prefectural seat in the township of Aba is about two days' drive northwest of Maoxian.","Religiões Étnicas",0.000,0.000,Y,1,1,N,Y,,Y,31.78201176623,103.569586390599,p18667.jpg,m00273.png
CH,China,18668,"Qiang taoping",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",8500,Y,"Approximately 6,300 speakers of the Taoping Qiang language live in Lixian County in western Sichuan Province. Before 1949 landlords controlled the distribution of land among the Qiang. Eight percent of the population controlled 43% of the land. Consequently, many Qiang lived in chronic poverty and bondage.","Religiões Étnicas",0.000,0.000,Y,1,1,N,Y,,Y,31.563510319046,103.420537111898,p18668.jpg,m00273.png
CH,China,18669,"Qiang yadu",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cng,"Qiang, Northern",39000,Y,"Yadu Qiang is spoken by more people than any other Qiang language in China. The majority of the approximately 30,000 Yadu Qiang live in the Chibusu, Yadu, Qugu, and Weicheng districts of Maoxian County; and in the Waboliangzi and Se'ergu districts of Heishui County farther to the north.",Budismo,0.010,0.010,Y,1,0,N,N,,Y,31.9295285327156,103.429935551584,p18669.jpg,m00273.png
CH,China,18670,Qiangyi,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",qxs,"Qiang, Southern",14000,Y,"Nine thousand Qiangyi people reside in the Xiangme, Ziqianglang, Huangcaoshao, Chuchang, and Chalangshao communities within the Midian District; and in the Daying and Xinxingzuo communities of Hedian District. These places are all within Xiangyun County in China's Yunnan Province. An additional 1,000 Qiangyi are believed to live in parts of southern Binchuan County as well.","Religiões Étnicas",0.000,0.000,Y,1,1,N,Y,,Y,25.5126176982482,100.587804153039,p18670.jpg,m18670.png
CH,China,18671,Qixingmin,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cmn,"Chinese, Mandarin",6000,Y,"According to a 1982 Chinese ethnographic survey, 3,000 Qixingmin people live in Shuicheng and Weining counties in western Guizhou Province, and in Qiubei County in Yunnan Province (where they may be better known as Boren). This ethnically diverse area contains many Yi and Miao subgroups in addition to the majority Han Chinese population.",Budismo,0.000,0.000,Y,1,5,Y,Y,CHNUNVN2DA,Y,26.3047780518656,104.953184195294,p18671.jpg,
CH,China,18672,Queyu,23,"Povos Tibetanos/Himalaios",304,Tibetan,Budismo,qvy,Queyu,11000,Y,"Seven thousand speakers of the Queyu language were reported in a 1991 study. Many Queyu men are applying to enter Tibetan Buddhist monasteries. Consequently, the population growth of the Queyu is expected to slow. The Queyu inhabit the three counties of Xinlong, Yajiang, and Litang in the large Garze Prefecture which covers a vast area of western Sichuan Province. Litang Township lies at an altitude of 4,700 meters (15,400 ft.) above sea level. The Queyu area was formerly part of the Kham Province of Tibet, until it was annexed and incorporated into China in the 1950s.",Budismo,0.000,0.000,Y,1,1,N,N,,Y,30.32428,100.81981,p18672.jpg,m18672.png
CH,China,12933,Quirguiz,24,"Povos Túrquicos",204,Kyrgyz,Islã,kir,Kyrgyz,240000,Y,"Approximately 140,000 Kirgiz were counted in the 1990 Chinese census. In addition, 2.23 million Kirgiz live in their new homeland, Kyrgyzstan. Others live in Uzbekistan, Tajikistan, Afghanistan, and in a small refugee community in Turkey. In China, 80% of the Kirgiz are located in more than 20 counties within the Kizilsuu Prefecture in the Xinjiang Uygur Autonomous Region.",Islã,0.180,0.200,Y,1,5,Y,Y,KIRBSKN2DA,Y,39.12078,74.47531,p12933.jpg,m12933_ch.png
CH,China,18673,Rao,20,"Povos do Sudeste Asiático",150,Bouyei,"Religiões Étnicas",tct,T'en,13000,Y,"Approximately 10,000 members of the Rao tribe are located in Guizhou Province. More than 4,000 live in six large villages in the Long Shan (Dragon Mountains) in Majiang County, west of Kaili City. A further 2,454 Rao live in 21 villages in Duyun County to the south of Majiang. The largest Rao villages in Duyun are Yako (356 Rao people), Ping (311), Xiao (215), Wan (181), and Zhahe (172). Most Rao communities are isolated, set back into the mountains a few hours' walk from the nearest road. The Chinese characters for Guizhou mean ""precious state."" However, the original name for the region was Kingdom of Demons.","Religiões Étnicas",0.000,0.000,Y,1,1,N,N,,Y,26.4624982609859,107.528250207581,p18673.jpg,m18673_ch.png
CH,China,14554,Riang-lang,20,"Povos do Sudeste Asiático",239,Mon-Khmer,Budismo,ril,"Riang Lang",2100,Y,"Yunnan province: Baoshan prefecture, Longyang county; Lincang prefecture, Zhenkang county.","Religiões Étnicas",0.000,0.000,Y,1,3,N,Y,,N,24.1182,98.98593,p14554.jpg,
CH,China,14658,Salar,11,"Povos do Leste Asiático",162,"Hui, Dungan",Islã,slr,Salar,151000,Y,"Approximately 113,000 Salar live in north central China. More than 70% are located in Xunhua County in southeast Qinghai Province. Other Salar live in towns spread 50 kilometers (31 mi.) east to west and 40 kilometers (25 mi.) north to south. Additional communities are located in neighboring Gansu Province, while 1,447 Salar live in Yining County of Xinjiang  - a vast distance from the main body of Salar. Most Salar live in poor, mudbaked shacks.",Islã,0.008,0.010,Y,1,3,N,Y,,Y,35.87885,102.50406,p14658.jpg,m14658_ch.png
CH,China,18674,"Samadu, Eastern",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cmn,"Chinese, Mandarin",800,Y,"Six hundred Eastern Samadu people live in just one village in southern China. They inhabit Zijun Village of Yiliiu District in Guandu County. Guandu is part of the Kunming Municipality.","Religiões Étnicas",1.626,2.000,Y,1,5,Y,Y,CHNUNVN2DA,Y,24.9617527466919,102.786145526295,p18674.jpg,
CH,China,18675,"Samadu, Western",23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",cmn,"Chinese, Mandarin",10000,Y,"According to a 1999 source, 7,500 Western Samadu people live in the western part of Yunnan Province in southwest China. The majority (6,000) live in Zhenkang County, while an additional 1,500 inhabit areas within neighboring Yongde County.","Religiões Étnicas",0.000,0.000,Y,1,5,Y,Y,CHNUNVN2DA,Y,24.0793997277153,98.9708512917537,p18675.jpg,
CH,China,18676,Saman,24,"Povos Túrquicos",107,Altaic,Islã,cmn,"Chinese, Mandarin",3300,Y,"The small and little-known Saman tribe live just to the north of the city of Qiqihar, in Fuyu County in northwestern China's Heilongjiang Province. Although the Saman today have been largely assimilated into the Han Chinese culture and language, they still proudly hold to their own ethnic and historic identity.","Religiões Étnicas",1.000,2.000,Y,1,5,Y,Y,CHNUNVN2DA,Y,47.6474049821542,124.674145709757,p18676.jpg,
CH,China,20613,Samatao,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ysd,Samatao,3000,Y,"Yunnan province: Guandu district, Kunming municipality, Zijun; elderly speakers in Yongde and Zhenkang.","Religiões Étnicas",0.000,0.000,Y,1,0,N,N,,Y,24.959902,102.791547,,
CH,China,14673,Samei,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",smh,Samei,23000,Y,"Approximately 28,000 members of the Samei tribe live just southeast of Kunming City in Yunnan Province, especially in the Ala and Dabanqiao districts of Guandu County. There are 13 Samei villages in the Dabanqiao District. Most publications do not list a specific population for the Samei, simply mentioning they are ""small, and there are not many people.""","Religiões Étnicas",1.100,1.200,Y,1,1,N,Y,,Y,24.99538,102.77235,p14673.jpg,m14673_ch.png
CH,China,14680,Samtao,20,"Povos do Sudeste Asiático",239,Mon-Khmer,Budismo,stu,Samtao,200,Y,"The small Samtao tribe lives in the Bulang Mountains, in southwest China's Xishuangbanna Prefecture. Little information is available about the Samtao. A 1993 figure placed only 100 speakers of the Samtao language remaining in China, but the number of people who belong to the Samtao ethnic group may be significantly higher. The vast majority of Samtao live in the eastern part of Myanmar's Shan State. They are primarily located in mountain villages northeast of the city of Kengtung. More than 2,000 Samtao also live in Laos.",Budismo,0.000,0.000,Y,1,1,N,N,,N,22.3281599995843,99.5883900003981,p14680.jpg,
CH,China,18677,Sanda,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",xxx,"Language unknown",1500,Y,"Researcher Dwayne Graybill visited the little-known Sanda people in 1996. He reported a total of 1,000 people inhabiting six villages in the Sanda Mountains between Jinghong and Menglian in Xishuangbanna Prefecture. They are the only people group living on the mountain that bears their name; therefore, they have managed to retain most of their traditional customs and identity. The region is in the southwest corner of China close to Laos and Myanmar. The late Robert Morse, a linguist who spoke more than 16 languages, listed a population of 700 Sanda in 1991.","Religiões Étnicas",1.363,1.400,Y,1,0,N,N,,Y,21.9142183799742,101.173980431652,p18677.jpg,
CH,China,20629,Sangkong,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",sgk,Sangkong,2100,Y,"Yunnan province: Xishuangbanna Dai autonomous prefecture, Jinghong county, Menglong (1 village) and Xiaojie (3 villages) districts.","Religiões Étnicas",2.000,5.000,Y,1,1,N,N,,Y,25.018919,102.721726,,
CH,China,18678,Sani,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ysn,Sani,139000,Y,"More than 105,000 Sani live in the central and eastern parts of Yunnan Province. The majority live in Shilin (formerly Lunan) County, especially around the famous Stone Forest. The Stone Forest, about 120 kilometers (75 mi.) southeast of Kunming, is a massive collection of limestone forms that stand up to 30 meters (98 ft.) high. Sani legend says the gods created the Stone Forest in order to help young lovers, who can find privacy among the towering pillars  - which cover an area of 400 hectares (990 acres). In addition to 54,134 living in Shilin County, the Sani are located in nearby Mile, Yiliang, Qiubei, and Luxi counties.","Religiões Étnicas",0.150,3.000,Y,1,0,N,Y,,Y,24.278,103.75900000005,p18678.jpg,m18678_ch.png
CH,China,18679,Sanie,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ysy,Sanie,8900,Y,"A total of 25,300 Sanie people lived within Kunming Municipality in Yunnan Province in 1999. The Sanie inhabit most of Gufeng and Tuanjie districts in Xishan (West Mountains) County; parts of Fumin County; and parts of Qinglong District in northern Anning County.","Religiões Étnicas",0.386,0.500,Y,1,0,N,N,,Y,25.02504,102.37462,p18679.jpg,m18679.png
CH,China,18680,Sanqiao,20,"Povos do Sudeste Asiático",230,"Miao / Hmong","Religiões Étnicas",kmc,"Dong, Southern",7000,Y,"It is estimated that more than 5,000 Sanqiao people live in the southeastern part of Guizhou Province, possibly in Liping County. The Sanqiao area is near the juncture of Guizhou and Hunan provinces, and the Guangxi Zhuang Autonomous Region.","Religiões Étnicas",0.000,0.000,Y,1,4,Y,Y,,Y,26.2529742646506,109.27139611374,p18680.jpg,
CH,China,14901,She,20,"Povos do Sudeste Asiático",319,Yao-Mien,"Religiões Étnicas",nan,"Chinese, Min Nan",1082000,Y,"The 1990 China census listed 630,378 members of the She nationality. The majority (461,000) live in the mountainous areas of Fujian Province. She communities are located throughout more than 120 counties and townships in eastern China, including Guangdong and Zhejiang provinces, while ""a few tiny communities"" are also found in Jiangxi and Anhui provinces.","Religiões Étnicas",0.122,0.300,Y,1,5,Y,Y,NANTTVN2DA,Y,27.2704860000289,118.53485199992,p14901.jpg,m14901_ch.png
CH,China,14906,"Sherpa bhotia",21,"Povos do Sul Asiático",402,"South Asia Buddhist",Budismo,xsr,Sherpa,1200,Y,"They inhabit both sides of the Himalayan Range.  The majority live in India, primarily in the Darjeeling District of West Bengal and in the states of Sikkim and Arunachal Pradesh.  Quite a number live in Nepal, especially in the Solu Khumbu District and around the town of Namche Bazaar.  A relative few live in Bhutan, while a very few inhabit Tibet, in Dinggye, Tingri and Zhangmu counties.",Budismo,0.000,0.000,Y,1,4,Y,Y,XSRWBT,Y,28.05109,86.03224,p14906.jpg,m14906.png
CH,China,14916,Shixing,23,"Povos Tibetanos/Himalaios",304,Tibetan,Budismo,sxg,Shuhi,3600,Y,"A 1983 report listed 2,000 speakers of the Shixing language 'living along the fast-flowing Shuilo River and its downstream tributary, the Chongtian River, in the First District of Muli County in southern Sichuan Province'. Mountain trails leading to the Shixing villages rise to an altitude of 4,680 meters (15,000 ft.). One visitor to the Shixing described the remarkable variation in terrain: 'We found the stifling heat in the gorges of the Shou Chu next to unbearable, especially as we passed from cool forest regions to a temperature of over 100° Fahrenheit within a couple of hours. The region is a botanist's paradise. We found wild flowers, anemones, blue poppies, and many primroses of all colors, forming a veritable carpet of exquisite designs.'",Budismo,0.000,0.000,Y,1,1,N,N,,Y,28.3812,100.38959,p14916.jpg,m14916_ch.png
CH,China,18682,Shui,20,"Povos do Sudeste Asiático",239,Mon-Khmer,Budismo,swi,Sui,333000,Y,"Approximately 430,000 members of the Shui minority live in southern Guizhou Province, primarily in Duyun, Sandu, and Libo counties. In addition, small numbers of Shui are located in northern Guangxi. The descendants of eight Shui families who migrated out of China about 50 years ago live in northern Vietnam.","Religiões Étnicas",0.250,0.280,Y,1,3,Y,Y,,Y,25.8036970003163,107.968159000338,p18682.jpg,m18682_ch.png
CH,China,14922,"Shui, Yunnan",20,"Povos do Sudeste Asiático",239,Mon-Khmer,Budismo,cmn,"Chinese, Mandarin",12000,Y,"The 1990 national census listed a total of 7,314 Shui people living in Yunnan Province. More than 6,800 live in the Huangnihe District of Fuyuan County, while 490 inhabit the Dahe and Long'an districts of Yiliang County.","Religiões Étnicas",0.200,0.300,Y,1,5,Y,Y,CHNUNVN2DA,Y,25.2489908149741,104.700355616618,p14922.jpg,m14922_ch.png
CH,China,18683,"Sogwo arig",11,"Povos do Leste Asiático",238,Mongolian,Budismo,adx,"Tibetan, Amdo",50000,Y,"Approximately 37,000 members of the Sogwo Arig tribe live in Tsanggar Gonpa, a district within Tongde County in the Hainan Golog Prefecture; and in parts of neighboring He'nan County. Tongde lies to the east of the Yellow River in Qinghai Province. The Qinghai Plateau  - at a minimum elevation of 3,500 meters (11,500 ft.) above sea level  - is snowbound nine months of the year, and turns into a muddy bog the other three months. The area is home to the Darakar Tredzong (White Monkey Fortress), considered one of the three most sacred sites in all of the Amdo Tibetan areas.",Budismo,0.000,0.000,Y,1,4,Y,Y,,Y,34.7342212983742,101.611737629688,p18683.jpg,m18683_ch.png
CH,China,20590,Sonaga,23,"Povos Tibetanos/Himalaios",317,"Tibeto-Burman, other","Religiões Étnicas",ysg,Sonaga,2200,Y,"Yunnan province: Heqing county, Liuhe township.","Religiões Étnicas",1.000,2.000,Y,1,1,N,N,,Y,26.531871,100.17719,,
